"",latency-Q1,cnt-Q1,server-memory,client-memory,server-cpu,client-cpu,compl-Q1
1,911.2413793103449,1.8125,1378.6005330489854,0.0,208.10000000000002,0.0,1.0
2,1062.357142857143,3.71875,1833.6955268166282,0.0,222.64545454545458,0.0,1.0
3,660.5925925925926,5.53125,1833.3179869218307,0.0,183.32727272727274,0.0,1.0
4,3195.4,6.0,1833.574356772683,0.0,113.24545454545456,0.0,1.0
5,6149.285714285715,6.40625,1830.761058807373,0.0,82.79166666666667,0.0,0.9818182
6,5880.0,6.71875,1831.4610290527344,0.0,86.30833333333334,0.0,0.9836066
7,4371.0,7.0,1837.2924817403157,0.0,88.575,0.0,0.9776119
8,2494.5833333333335,7.3125,1836.2850869496663,0.0,89.5,0.0,0.9794521
9,5636.0,7.5,1835.7451807657878,0.0,88.14166666666667,0.0,0.97402596
10,3642.875,7.6875,1835.3757934570312,0.0,99.46363636363638,0.0,0.97530866
11,6934.0,7.96875,1834.7388642628987,0.0,101.52499999999999,0.0,0.95454544
12,3723.6,8.25,1837.0614894520152,0.0,108.79090909090907,0.0,0.95187163
13,8897.833333333334,8.375,1833.9910907745361,0.0,100.63333333333333,0.0,0.93877554
14,7258.142857142857,8.53125,1836.0203081766765,0.0,97.09166666666668,0.0,0.9317073
15,5890.0,8.6875,1835.3453664779663,0.0,108.28750000000001,0.0,0.9380952
