"",latency-Q11,cnt-Q11,server-memory,client-memory,server-cpu,client-cpu,compl-Q11
1,40.285714285714285,0.65625,27.68875767634465,0.0,25.48461538461538,0.0,1.0
2,10.88888888888889,1.21875,27.910849889119465,0.0,6.350000000000001,0.0,1.0
3,14.333333333333334,1.78125,27.98563003540039,0.0,5.333333333333335,0.0,1.0
4,6.888888888888889,2.34375,28.041733423868816,0.0,4.216666666666666,0.0,1.0
5,6.166666666666667,2.90625,28.06122652689616,0.0,3.75,0.0,1.0
6,6.722222222222222,3.46875,28.081701914469402,0.0,4.016666666666667,0.0,1.0
7,6.388888888888889,4.03125,28.051713943481445,0.0,3.6833333333333336,0.0,1.0
8,6.333333333333333,4.59375,28.045233408610027,0.0,4.716666666666667,0.0,1.0
9,5.944444444444445,5.15625,28.043010711669922,0.0,4.25,0.0,1.0
10,5.722222222222222,5.71875,28.092034657796223,0.0,3.7833333333333337,0.0,1.0
11,5.888888888888889,6.28125,28.13199234008789,0.0,3.8166666666666664,0.0,1.0
12,5.944444444444445,6.84375,28.151419321695965,0.0,3.716666666666667,0.0,1.0
13,5.666666666666667,7.40625,28.149464925130207,0.0,3.7166666666666663,0.0,1.0
14,5.428571428571429,8.0625,28.212494532267254,0.0,3.8000000000000003,0.0,1.0
15,5.611111111111111,8.625,28.27975845336914,0.0,3.75,0.0,1.0
16,6.0,8.8125,28.274456024169922,0.0,3.4,0.0,1.0
