"",latency-Q1,cnt-Q1,server-memory,client-memory,server-cpu,client-cpu,compl-Q1
1,1314.357142857143,7.0,74.07829284667969,0.0,21.86,0.0,0.875
2,1178.3333333333333,13.0,80.82446924845378,0.0,23.833333333333332,0.0,0.92857146
3,1152.0,19.0,79.59227879842122,0.0,21.241666666666667,0.0,0.95
4,1138.0,25.0,79.96307373046875,0.0,13.583333333333334,0.0,0.9615385
5,1129.25,31.0,80.14888509114583,0.0,26.0,0.0,0.96874994
6,1111.5,37.0,79.27089564005534,0.0,26.0,0.0,0.9736842
7,1107.5833333333333,43.0,80.00438817342122,0.0,25.75,0.0,0.97727275
8,1084.1666666666667,49.0,80.09925270080566,0.0,25.25,0.0,0.97999996
9,1075.5,55.0,79.64790789286296,0.0,26.083333333333332,0.0,0.9821428
10,1067.2857142857142,62.0,80.2781327565511,0.0,20.416666666666668,0.0,0.984127
11,1056.6666666666667,68.0,80.52261670430501,0.0,24.083333333333332,0.0,0.9855072
12,1051.3333333333333,74.0,80.5875898996989,0.0,25.75,0.0,0.9866667
13,1044.3333333333333,80.0,80.20700899759929,0.0,25.916666666666668,0.0,0.9876543
14,1032.3333333333333,86.0,80.16736030578613,0.0,26.166666666666668,0.0,0.9885058
15,1020.3333333333334,92.0,80.42600186665852,0.0,25.5,0.0,0.9892473
16,1019.0,94.0,80.55425262451172,0.0,25.5,0.0,0.9894737
