"",latency-Q9,cnt-Q9,server-memory,client-memory,server-cpu,client-cpu,compl-Q9
1,1532.3709677419354,257.0,79.41659076397235,0.0,71.12307692307691,0.0,0.96875
2,1517.032258064516,536.0,81.16352526346843,0.0,64.89999999999999,0.0,0.984127
3,1469.0166666666667,806.0,81.72642389933269,0.0,67.48333333333332,0.0,0.9892473
4,1443.9166666666667,1076.0,81.20370229085286,0.0,65.06666666666665,0.0,0.9918699
5,1418.9032258064517,1355.0,81.85625584920247,0.0,64.99166666666666,0.0,0.9935065
6,1405.3,1625.0,83.57773145039876,0.0,65.89999999999999,0.0,0.9945652
7,1383.35,1895.0,81.66544596354167,0.0,66.56666666666665,0.0,0.9953271
8,1334.274193548387,2174.0,82.72524642944336,0.0,65.40833333333332,0.0,0.9959184
9,1310.9666666666667,2444.0,82.84118906656902,0.0,66.64999999999999,0.0,0.99636364
10,1271.5166666666667,2714.0,83.71638043721516,0.0,65.39999999999999,0.0,0.9967213
11,1258.3870967741937,2993.0,83.97028541564941,0.0,64.56666666666665,0.0,0.9970238
12,1245.8166666666666,3263.0,84.02368036905925,0.0,65.81666666666665,0.0,0.9972678
13,1206.9833333333333,3533.0,84.19275665283203,0.0,66.06666666666665,0.0,0.99747473
14,1197.0166666666667,3803.0,84.67156346638997,0.0,66.16666666666666,0.0,0.9976526
15,1177.4354838709678,4082.0,85.08658790588379,0.0,66.81666666666665,0.0,0.9978118
16,1171.7,4172.0,86.50693702697754,0.0,66.15,0.0,0.99785864
