"",latency-Q6,cnt-Q6,server-memory,client-memory,server-cpu,client-cpu,compl-Q6
1,33.08064516129032,6.21875,42.79147456242488,0.0,62.54615384615386,0.0,1.0
2,16.56896551724138,13.0,44.78518104553223,0.0,15.966666666666663,0.0,1.0
3,17.655172413793103,19.703125,44.646493911743164,0.0,15.883333333333335,0.0,1.0
4,37.89473684210526,26.3125,45.908582051595054,0.0,15.383333333333335,0.0,1.0
5,17.413793103448278,33.03125,46.44453366597494,0.0,17.416666666666668,0.0,1.0
6,16.275862068965516,39.8125,46.77713839213053,0.0,15.333333333333334,0.0,1.0
7,17.43103448275862,46.515625,47.55900192260742,0.0,14.600000000000001,0.0,1.0
8,34.80701754385965,53.15625,47.82550811767578,0.0,15.633333333333335,0.0,1.0
9,14.631578947368421,59.796875,48.355658849080406,0.0,16.200000000000003,0.0,1.0
10,18.775862068965516,66.515625,48.13896369934082,0.0,15.416666666666666,0.0,1.0
11,9.027777777777779,69.796875,48.28510538736979,0.0,12.549999999999999,0.0,1.0
12,5.896551724137931,72.0625,48.37261962890625,0.0,10.383333333333333,0.0,1.0
13,5.766666666666667,74.40625,48.78094228108724,0.0,9.85,0.0,1.0
14,5.655172413793103,76.671875,48.97093200683594,0.0,9.116666666666665,0.0,1.0
15,5.733333333333333,79.015625,48.960418065389,0.0,10.633333333333335,0.0,1.0
16,5.714285714285714,79.5625,49.08224232991537,0.0,9.133333333333333,0.0,1.0
