"",latency-Q2,cnt-Q2,server-memory,client-memory,server-cpu,client-cpu,compl-Q2
1,3085.8928571428573,432.0,299.4345124562581,0.0,139.39166666666668,0.0,0.8
2,NaN,432.0,2290.936642238072,0.0,586.4857142857144,0.0,0.8
3,NaN,432.0,2832.6300150553384,0.0,746.5166666666668,0.0,0.8
4,NaN,432.0,2911.5020080566405,0.0,770.0600000000001,0.0,0.8
5,NaN,432.0,2924.067428588867,0.0,774.74,0.0,0.8
6,NaN,432.0,2925.464441935221,0.0,775.4666666666667,0.0,0.8
7,NaN,432.0,1550.0723609924316,0.0,560.35,0.0,0.8
8,NaN,432.0,2578.3549613952637,0.0,625.4499999999999,0.0,0.8
9,NaN,432.0,2899.67693939209,0.0,774.6600000000001,0.0,0.8
10,NaN,432.0,2911.6488361358643,0.0,778.075,0.0,0.8
11,NaN,432.0,2913.9077936808267,0.0,778.9,0.0,0.8
12,NaN,432.0,2914.2898712158203,0.0,778.0,0.0,0.8
13,NaN,432.0,2914.410743713379,0.0,778.6,0.0,0.8
