"",latency-Q2,cnt-Q2,server-memory,client-memory,server-cpu,client-cpu,compl-Q2
1,9839.5,1.0,3976.0563680959303,170.76987191133722,8.05813953488372,39.6046511627907,0.015444016
2,NaN,1.0,4083.2783203125,190.90950520833334,0.6666666666666666,31.149999999999995,0.015444016
3,NaN,1.0,4093.9977213541665,159.06119791666666,0.5833333333333334,31.616666666666664,0.015444016
4,NaN,1.0,4105.134440104167,152.07454427083334,0.5833333333333334,31.666666666666668,0.015444016
5,NaN,1.0,4117.421223958333,151.26888020833334,0.6666666666666666,30.66666666666667,0.015444016
6,9831.0,3.0,4128.73828125,170.21549479166666,0.9166666666666666,47.51666666666667,0.024844721
7,NaN,3.0,4139.358072916667,163.7529296875,0.6666666666666666,31.75,0.024844721
8,NaN,3.0,4146.813151041667,154.37369791666666,0.6666666666666666,30.899999999999995,0.024844721
9,9720.5,4.0,4161.306640625,167.67252604166666,1.0,42.25,0.026272578
10,NaN,4.0,4175.7529296875,167.32454427083334,0.6666666666666666,30.716666666666665,0.026272578
11,NaN,4.0,4190.6943359375,155.30924479166666,0.6666666666666666,32.5,0.026272578
12,NaN,4.0,4208.761393229167,152.83203125,0.8333333333333334,30.616666666666664,0.026272578
13,NaN,4.0,4220.17578125,151.56217447916666,0.6666666666666666,30.416666666666668,0.026272578
14,9749.5,5.0,4242.970377604167,164.12076822916666,0.6666666666666666,38.00833333333333,0.024213076
15,NaN,5.0,4259.760416666667,171.7138671875,0.5833333333333334,31.733333333333334,0.024213076
16,NaN,5.0,4270.578125,166.888671875,1.0,49.099999999999994,0.024213076
