"",latency-Q1,cnt-Q1,server-memory,client-memory,server-cpu,client-cpu,compl-Q1
1,1002.7857142857143,7.0,3532.725060096154,63.76862980769231,6.923076923076923,2.476923076923077,1.0
2,644.3333333333334,13.0,3853.0279947916665,77.33723958333333,1.75,2.983333333333333,1.0
3,636.25,19.0,3866.4807942708335,78.369140625,1.8333333333333333,2.9333333333333336,1.0
4,645.0833333333334,25.0,3879.6956380208335,77.06770833333333,1.8333333333333333,2.9499999999999997,1.0
5,655.0833333333334,31.0,3896.2080078125,77.65885416666667,2.0833333333333335,2.966666666666667,1.0
6,652.0,37.0,3913.4889322916665,78.38997395833333,2.0,2.9333333333333336,1.0
7,665.0833333333334,43.0,3937.673828125,78.44401041666667,1.9166666666666667,2.9499999999999997,1.0
8,665.0833333333334,49.0,3958.8649088541665,78.09114583333333,1.9166666666666667,2.8333333333333335,1.0
9,659.1666666666666,55.0,3973.9755859375,77.80338541666667,1.8333333333333333,3.1166666666666667,1.0
10,659.2857142857143,62.0,3991.2298177083335,78.72591145833333,1.5,2.8666666666666667,1.0
11,634.1666666666666,68.0,4009.3304036458335,78.64713541666667,2.0,2.916666666666666,1.0
12,633.0,74.0,4033.3850911458335,79.94791666666667,1.75,2.9499999999999997,1.0
13,656.0833333333334,80.0,4058.0660807291665,78.72591145833333,1.8333333333333333,3.116666666666667,1.0
14,633.25,86.0,4076.6393229166665,78.80989583333333,2.0,3.4166666666666665,1.0
15,641.9166666666666,92.0,4100.182291666667,79.52278645833333,1.75,3.0,1.0
16,633.0,94.0,4114.72265625,77.005859375,2.5,2.6,1.0
