"",latency-Q6,cnt-Q6,server-memory,client-memory,server-cpu,client-cpu,compl-Q6
1,3330.6,0.125,3666.18890625,109.33315475463867,315.6,39.21006451612903,0.46666667
2,1903.0,0.234375,3792.93359375,87.67818530400594,144.91666666666666,1.60510752688172,0.61904764
3,1826.6153846153845,0.34375,4082.7835286458335,48.6655687491099,150.33333333333334,2.0255376344086016,0.7037037
4,1659.75,0.4375,4361.837890625,48.11139074961344,140.83333333333334,2.1083333333333334,0.75757575
5,1778.857142857143,0.546875,4637.8544921875,42.71468051274618,140.66666666666666,1.3623655913978496,0.7948718
6,1688.4166666666667,0.640625,4925.94140625,43.056740045547485,142.66666666666666,1.2895161290322583,0.82222223
7,2154.0,0.75,5198.344075520833,49.528965632120766,147.66666666666666,2.8301075268817204,0.84313726
8,1979.857142857143,0.859375,5566.38671875,45.86964933077494,158.5,1.540322580645161,0.86206895
9,1964.4166666666667,0.953125,5934.87890625,44.39046160380045,156.58333333333334,2.131182795698925,0.875
10,1885.5833333333333,1.046875,6293.452473958333,52.3212939898173,159.41666666666666,2.2564516129032266,0.8857143
11,2079.0,1.171875,6025.3720703125,43.065975268681846,165.41666666666666,1.3274193548387103,0.8947368
12,1803.7692307692307,1.28125,5022.399739583333,46.51760911941528,153.5,2.858602150537634,0.902439
13,1903.076923076923,1.390625,4897.2294921875,49.080119689305626,154.91666666666666,1.3822580645161295,0.90909094
14,1860.5,1.484375,4930.8310546875,48.35669684410095,156.08333333333334,2.1610215053763437,0.9148936
15,1810.0833333333333,1.578125,4978.217447916667,44.39037775993347,155.75,1.347311827956989,0.92
16,1997.25,1.609375,4825.90625,48.63490676879883,155.25,3.802419354838709,0.92156863
