"",latency-Q9,cnt-Q9,server-memory,client-memory,server-cpu,client-cpu,compl-Q9
1,3376.4285714285716,0.25,4595.547413793103,118.60859782120278,435.13793103448273,41.53988505747127,0.4375
2,2429.3333333333335,0.4375,5982.517252604167,119.99121061960857,76.08333333333333,27.234166666666667,0.59090906
3,2457.5833333333335,0.625,5735.889322916667,141.20992795626321,77.41666666666667,28.465,0.6785714
4,2568.0,0.84375,4462.442708333333,153.912380139033,133.75,33.893055555555556,0.74285716
5,2415.6666666666665,1.03125,4077.9348958333335,166.9738495349884,35.083333333333336,23.952777777777772,0.7804878
6,2519.5833333333335,1.21875,3847.4772135416665,167.64220881462097,120.25,31.918055555555565,0.80851066
7,2535.076923076923,1.4375,4015.529296875,165.10831117630005,114.91666666666667,33.840555555555554,0.8301887
8,2517.5,1.625,4464.412760416667,168.39850227038065,32.333333333333336,22.329444444444444,0.84745765
9,2334.1666666666665,1.8125,4887.8330078125,165.61617803573608,86.16666666666667,33.43694444444444,0.86153847
10,2732.25,2.0,5277.109049479167,163.89266459147134,85.83333333333333,34.695,0.87323946
11,2560.0,2.1875,5656.975260416667,166.19724345207214,48.166666666666664,28.295555555555556,0.8831169
12,2453.0,2.375,6171.530924479167,168.9651472568512,65.66666666666667,27.376666666666665,0.8915663
13,2640.0,2.5625,6001.49609375,168.17114758491516,87.58333333333333,33.84888888888888,0.8988764
14,2576.5833333333335,2.75,4737.860677083333,174.838649670283,83.58333333333333,32.51222222222222,0.9052632
15,2545.4166666666665,2.9375,4569.522786458333,180.82787481943765,59.25,28.725555555555548,0.9108911
16,2579.0,3.0,4368.138671875,179.73795533180237,99.0,36.8425,0.9126214
