"",latency-Q3,cnt-Q3,server-memory,client-memory,server-cpu,client-cpu,compl-Q3
1,1104.9398907103825,4.6875,4069.8486328125,92.30015687147777,486.7083333333333,30.212222222222227,1.3455882
2,1098.8932584269662,9.34375,4896.762044270833,83.83587185541789,226.83333333333334,23.612222222222226,1.8608247
3,1172.316091954023,13.78125,5045.792643229167,85.173122326533,297.9166666666667,23.67333333333333,2.0820312
4,997.2527472527472,18.5,5243.022135416667,87.17342623074849,240.16666666666666,23.886666666666667,2.2484276
5,1130.2880434782608,23.3125,5321.65625,88.53217188517253,240.75,24.701111111111114,2.3783069
6,1085.796511627907,27.75,5671.8720703125,89.8058048884074,265.75,24.66916666666667,2.4452055
7,1011.2352941176471,32.09375,5070.282552083333,91.20141013463338,218.58333333333334,24.424444444444443,2.4819999
8,1002.4201183431952,36.4375,5163.765625,92.34743865331014,201.58333333333334,24.966666666666665,2.5178573
9,1063.8944444444444,41.125,5327.2119140625,93.62721300125122,214.58333333333334,25.334999999999997,2.564516
10,953.5833333333334,45.78125,5568.401041666667,95.01388843854268,198.0,25.63888888888889,2.5953078
11,967.3734939759037,50.03125,5724.413736979167,96.10088936487834,199.75,25.732499999999998,2.6091645
12,988.5795454545455,54.59375,5781.879557291667,97.31663378079732,253.5,25.59833333333333,2.6334164
13,986.4941860465116,59.03125,5832.610026041667,98.49626692136128,167.66666666666666,26.16611111111111,2.649652
14,1043.1927710843374,63.25,5977.951171875,99.88572001457214,215.91666666666666,25.731111111111115,2.651515
15,1014.4887640449438,67.84375,5699.519856770833,100.80630373954773,221.0,26.053055555555556,2.6686993
16,736.40625,68.59375,5447.772135416667,101.67387104034424,171.66666666666666,27.99555555555555,2.658
